,train,val,test
test_052,True,False,False
test_046,True,False,False
test_061,True,False,False
test_016,True,False,False
test_102,True,False,False
test_122,True,False,False
test_092,True,False,False
test_113,True,False,False
test_013,True,False,False
test_004,True,False,False
normal_081,False,True,False
normal_093,False,True,False
test_018,False,True,False
normal_135,False,True,False
normal_089,False,True,False
normal_110,False,True,False
normal_131,False,True,False
test_095,False,True,False
normal_016,False,True,False
normal_148,False,True,False
test_070,False,True,False
test_100,False,True,False
normal_092,False,True,False
test_112,False,True,False
normal_005,False,True,False
normal_114,False,True,False
normal_094,False,True,False
test_035,False,True,False
normal_133,False,True,False
test_124,False,True,False
normal_116,False,True,False
test_024,False,True,False
test_089,False,True,False
test_022,False,True,False
tumor_037,False,True,False
test_011,False,True,False
tumor_106,False,True,False
tumor_050,False,True,False
tumor_068,False,True,False
test_117,False,True,False
tumor_053,False,True,False
tumor_072,False,True,False
tumor_012,False,True,False
tumor_033,False,True,False
tumor_078,False,True,False
tumor_097,False,True,False
test_084,False,True,False
test_069,False,True,False
tumor_073,False,True,False
tumor_027,False,True,False
normal_083,False,False,True
normal_097,False,False,True
normal_150,False,False,True
normal_018,False,False,True
normal_153,False,False,True
test_067,False,False,True
normal_155,False,False,True
normal_027,False,False,True
normal_009,False,False,True
normal_119,False,False,True
test_003,False,False,True
normal_138,False,False,True
test_053,False,False,True
normal_115,False,False,True
normal_024,False,False,True
test_057,False,False,True
test_019,False,False,True
normal_154,False,False,True
normal_160,False,False,True
test_101,False,False,True
normal_079,False,False,True
normal_125,False,False,True
test_039,False,False,True
normal_128,False,False,True
tumor_081,False,False,True
tumor_088,False,False,True
tumor_060,False,False,True
tumor_098,False,False,True
tumor_084,False,False,True
tumor_025,False,False,True
tumor_051,False,False,True
tumor_034,False,False,True
test_033,False,False,True
tumor_069,False,False,True
tumor_099,False,False,True
tumor_071,False,False,True
test_097,False,False,True
tumor_035,False,False,True
tumor_064,False,False,True
tumor_007,False,False,True
