,train,val,test
tumor_096,True,False,False
tumor_106,True,False,False
tumor_011,True,False,False
tumor_004,True,False,False
tumor_062,True,False,False
tumor_065,True,False,False
tumor_092,True,False,False
tumor_034,True,False,False
tumor_078,True,False,False
tumor_082,True,False,False
tumor_030,True,False,False
tumor_083,True,False,False
tumor_007,True,False,False
tumor_003,True,False,False
tumor_059,True,False,False
tumor_086,True,False,False
tumor_014,True,False,False
tumor_066,True,False,False
tumor_080,True,False,False
tumor_103,True,False,False
tumor_043,True,False,False
tumor_079,True,False,False
tumor_090,True,False,False
tumor_015,True,False,False
tumor_029,True,False,False
tumor_067,True,False,False
tumor_052,True,False,False
tumor_013,True,False,False
tumor_006,True,False,False
tumor_039,True,False,False
tumor_037,True,False,False
tumor_084,True,False,False
tumor_099,True,False,False
tumor_105,True,False,False
tumor_072,True,False,False
tumor_002,True,False,False
tumor_031,True,False,False
tumor_094,True,False,False
tumor_074,True,False,False
tumor_053,True,False,False
tumor_085,True,False,False
tumor_023,True,False,False
tumor_109,True,False,False
tumor_087,True,False,False
tumor_042,True,False,False
tumor_111,True,False,False
tumor_016,True,False,False
tumor_064,True,False,False
tumor_044,True,False,False
tumor_071,True,False,False
tumor_095,True,False,False
tumor_035,True,False,False
tumor_009,True,False,False
tumor_055,True,False,False
tumor_089,True,False,False
tumor_045,True,False,False
tumor_025,True,False,False
tumor_058,True,False,False
tumor_001,True,False,False
tumor_012,True,False,False
tumor_049,True,False,False
tumor_057,True,False,False
tumor_028,True,False,False
tumor_008,True,False,False
tumor_018,True,False,False
tumor_041,True,False,False
tumor_046,True,False,False
tumor_022,True,False,False
tumor_076,True,False,False
tumor_032,True,False,False
tumor_088,True,False,False
tumor_051,True,False,False
tumor_107,True,False,False
test_094,True,False,False
test_052,True,False,False
test_046,True,False,False
test_061,True,False,False
test_016,True,False,False
test_102,True,False,False
normal_115,False,True,False
normal_084,False,True,False
normal_137,False,True,False
normal_089,False,True,False
normal_155,False,True,False
normal_133,False,True,False
test_054,False,True,False
test_039,False,True,False
test_018,False,True,False
test_119,False,True,False
normal_123,False,True,False
test_098,False,True,False
test_044,False,True,False
test_120,False,True,False
normal_104,False,True,False
normal_097,False,True,False
normal_022,False,True,False
test_050,False,True,False
normal_045,False,True,False
test_057,False,True,False
test_023,False,True,False
normal_101,False,True,False
normal_006,False,True,False
normal_117,False,True,False
tumor_060,False,True,False
tumor_110,False,True,False
test_029,False,True,False
test_027,False,True,False
tumor_038,False,True,False
tumor_024,False,True,False
test_113,False,True,False
tumor_021,False,True,False
tumor_104,False,True,False
tumor_040,False,True,False
tumor_075,False,True,False
test_075,False,True,False
test_084,False,True,False
tumor_026,False,True,False
tumor_101,False,True,False
tumor_063,False,True,False
normal_147,False,False,True
normal_083,False,False,True
test_070,False,False,True
normal_043,False,False,True
normal_060,False,False,True
normal_131,False,False,True
test_100,False,False,True
normal_076,False,False,True
normal_032,False,False,True
test_126,False,False,True
normal_091,False,False,True
normal_009,False,False,True
test_086,False,False,True
test_076,False,False,True
normal_160,False,False,True
test_083,False,False,True
normal_102,False,False,True
normal_008,False,False,True
test_087,False,False,True
normal_055,False,False,True
normal_062,False,False,True
test_022,False,False,True
test_006,False,False,True
normal_038,False,False,True
test_074,False,False,True
tumor_102,False,False,True
test_051,False,False,True
test_099,False,False,True
tumor_097,False,False,True
tumor_081,False,False,True
test_104,False,False,True
tumor_020,False,False,True
tumor_054,False,False,True
test_092,False,False,True
tumor_005,False,False,True
tumor_070,False,False,True
test_105,False,False,True
tumor_036,False,False,True
tumor_033,False,False,True
tumor_027,False,False,True
